,time_length,move_direction_x,move_direction_y,move_direction_z,feet_separation_m,rear_leg_proj_max,rear_leg_proj_norm_time,rear_leg_proj_end,lead_leg_proj_max,lead_leg_proj_norm_time,lead_leg_proj_end,lower_half_proj_max,lower_half_proj_norm_time,lower_half_proj_end,lead_arm_proj_max,lead_arm_proj_norm_time,lead_arm_proj_end,torso_proj_max,torso_proj_norm_time,torso_proj_end,pitch_up_arm_proj_max,pitch_up_arm_proj_norm_time,pitch_up_arm_proj_end,pitch_forearm_proj_max,pitch_forearm_proj_norm_time,pitch_forearm_proj_end,pitch_hand_proj_max,pitch_hand_proj_norm_time,pitch_hand_proj_end,total_proj_max,total_proj_norm_time,total_proj_end,rear_leg_side_max,rear_leg_side_max_percent,rear_leg_side_max_norm_time,rear_leg_side_min,rear_leg_side_min_percent,rear_leg_side_min_norm_time,rear_leg_vert_ang,lead_leg_side_max,lead_leg_side_max_percent,lead_leg_side_max_norm_time,lead_leg_side_min,lead_leg_side_min_percent,lead_leg_side_min_norm_time,lead_leg_vert_ang,lower_half_side_max,lower_half_side_max_percent,lower_half_side_max_norm_time,lower_half_side_min,lower_half_side_min_percent,lower_half_side_min_norm_time,lower_half_vert_ang,lead_arm_side_max,lead_arm_side_max_percent,lead_arm_side_max_norm_time,lead_arm_side_min,lead_arm_side_min_percent,lead_arm_side_min_norm_time,lead_arm_vert_ang,torso_side_max,torso_side_max_percent,torso_side_max_norm_time,torso_side_min,torso_side_min_percent,torso_side_min_norm_time,torso_vert_ang,pitch_up_arm_side_max,pitch_up_arm_side_max_percent,pitch_up_arm_side_max_norm_time,pitch_up_arm_side_min,pitch_up_arm_side_min_percent,pitch_up_arm_side_min_norm_time,pitch_up_arm_vert_ang,pitch_forearm_side_max,pitch_forearm_side_max_percent,pitch_forearm_side_max_norm_time,pitch_forearm_side_min,pitch_forearm_side_min_percent,pitch_forearm_side_min_norm_time,pitch_forearm_vert_ang,pitch_hand_side_max,pitch_hand_side_max_percent,pitch_hand_side_max_norm_time,pitch_hand_side_min,pitch_hand_side_min_percent,pitch_hand_side_min_norm_time,pitch_hand_vert_ang,total_side_max,total_side_max_percent,total_side_max_norm_time,total_side_min,total_side_min_percent,total_side_min_norm_time,total_vert_ang,rear_hip_ir_range_norm,rear_hip_ir_range_full_max,rear_hip_ir_range_max,rear_hip_ir_range_max_norm_time,rear_hip_ir_range_full_min,rear_hip_ir_range_min,rear_hip_ir_range_min_norm_time,lead_knee_flex_range_norm,lead_knee_flex_range_full_max,lead_knee_flex_range_max,lead_knee_flex_range_max_norm_time,lead_knee_flex_range_full_min,lead_knee_flex_range_min,lead_knee_flex_range_min_norm_time,lumbar_ext_range_norm,lumbar_ext_range_full_max,lumbar_ext_range_max,lumbar_ext_range_max_norm_time,lumbar_ext_range_full_min,lumbar_ext_range_min,lumbar_ext_range_min_norm_time,spine_rot_range_norm,spine_rot_range_full_max,spine_rot_range_max,spine_rot_range_max_norm_time,spine_rot_range_full_min,spine_rot_range_min,spine_rot_range_min_norm_time,pitch_shoulder_horz_range_norm,pitch_shoulder_horz_range_full_max,pitch_shoulder_horz_range_max,pitch_shoulder_horz_range_max_norm_time,pitch_shoulder_horz_range_full_min,pitch_shoulder_horz_range_min,pitch_shoulder_horz_range_min_norm_time,pitch_shoulder_rot_range_norm,pitch_shoulder_rot_range_full_max,pitch_shoulder_rot_range_max,pitch_shoulder_rot_range_max_norm_time,pitch_shoulder_rot_range_full_min,pitch_shoulder_rot_range_min,pitch_shoulder_rot_range_min_norm_time,pitch_elbow_flex_range_norm,pitch_elbow_flex_range_full_max,pitch_elbow_flex_range_max,pitch_elbow_flex_range_max_norm_time,pitch_elbow_flex_range_full_min,pitch_elbow_flex_range_min,pitch_elbow_flex_range_min_norm_time,lower_half_to_torso_proj,torso_to_up_arm_proj,up_arm_to_pitch_hand_proj,dom_hand,dom_hand_mass,dom_hand_radius,org_movement_id,movement_id,version_metrics,session_date,session_num,movement_num,s3_key
12,0.18,0.056,0.992,-0.113,1.6819,18.7,53.70367,12.2,19.1,70.37039,12.2,35.3,57.40737,26.3,17.7,1.8518506,2.5,26.8,79.62965,12.9,21.9,77.777794,12.2,27.1,100.0,27.1,24.9,100.0,24.9,129.0,83.33334,115.0,1.7,0.18,-212.96309,-11.0,-0.56,83.33334,62.0,9.0,0.38,-40.74078,-1.2,-0.67,-316.66678,-45.5,7.5,0.47,-129.62968,-11.7,-0.3,83.33334,51.3,0.8,0.92,-235.1853,-12.1,-0.54,42.592564,20.5,3.3,0.75,-125.92598,-13.5,-0.49,59.25922,59.2,9.2,0.58,57.40737,-1.3,-0.11,100.0,52.1,10.0,0.69,62.96292,-0.3,-0.25,-183.33342,51.2,7.1,0.77,81.48149,-0.0,-0.03,48.148117,53.3,13.3,0.63,-127.777824,-26.5,-0.22,100.0,56.2,0.8,51.3,51.3,-1.8518506,-43.2,-24.0,49.999966,0.16,123.4,59.5,61.111073,3.8,40.2,0.0,0.54,-3.0,-10.3,53.70367,-65.7,-44.4,100.0,0.28,58.1,6.4,100.0,-36.3,-20.2,53.70367,0.02,130.0,-2.6,100.0,-46.0,-6.9,79.62965,0.16,120.1,-149.6,100.0,-199.7,-199.7,85.185196,0.68,124.1,103.2,77.777794,14.1,28.4,100.0,0.76,0.83,1.14,RHA,0.53070265,1.0223515,91c27721-f545-412f-84be-8e6ce62878d1,5326a68f-7847-433d-a890-759e683d3967,v1-0-0,2023-04-17,718539,35,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/035_91c27721-f545-412f-84be-8e6ce62878d1_metrics.csv
13,0.1833,0.083,0.983,-0.166,1.692,18.9,54.545418,13.4,19.5,69.09093,11.4,35.3,21.818167,26.5,17.0,5.4545417,2.6,27.9,80.000015,11.0,21.2,78.18183,11.0,26.2,100.0,26.2,24.2,100.0,24.2,131.3,83.636375,109.7,1.6,0.17,-212.7274,-12.7,-0.56,83.636375,61.3,9.7,0.33,-90.909164,-1.9,-0.51,-318.18195,-46.8,7.1,0.39,-123.63641,-13.6,-0.34,83.636375,53.3,0.9,0.97,-263.63644,-12.2,-0.54,38.181793,20.8,3.6,0.87,-118.18187,-18.3,-0.6,58.18178,61.4,8.9,0.74,41.818153,-1.8,-0.16,100.0,55.4,9.6,0.67,63.636322,-0.3,-0.25,-178.1819,54.8,7.1,0.67,83.636375,-0.1,-0.07,45.454517,57.2,13.6,0.59,-121.81823,-41.3,-0.37,54.545418,58.5,0.86,48.6,48.6,-1.8182456,-37.3,-25.4,49.090878,0.12,122.7,51.9,58.18178,3.7,38.0,0.0,0.5,-1.4,-9.2,54.545418,-69.4,-43.5,100.0,0.25,57.0,5.8,98.181816,-38.2,-18.2,54.545418,0.01,130.0,-2.4,100.0,-48.4,-5.0,80.000015,0.24,72.2,-130.3,100.0,-195.6,-195.6,83.636375,0.71,123.6,103.2,78.18183,15.1,26.6,100.0,0.79,0.77,1.15,RHA,0.53070265,1.017506,9112c866-49eb-4f63-9cb1-7e0610faf91c,b8791081-3aae-41f1-b0e5-98294054f8ee,v1-0-0,2023-04-17,718539,36,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/036_9112c866-49eb-4f63-9cb1-7e0610faf91c_metrics.csv
14,0.1867,0.064,0.986,-0.156,1.7033,19.6,55.357136,13.6,17.5,71.428604,11.4,34.7,82.14288,26.6,16.8,10.714335,2.9,25.9,80.35717,10.6,20.7,75.00003,11.3,26.6,100.0,26.6,24.0,100.0,24.0,127.0,85.7143,109.7,1.5,0.17,-210.7142,-13.5,-0.57,85.7143,60.8,9.8,0.47,-24.999968,-2.1,-0.65,-319.6427,-51.8,6.5,0.36,-123.214195,-13.3,-0.35,85.7143,52.6,1.0,0.22,100.0,-13.0,-0.53,37.500015,20.6,3.0,0.85,-116.07134,-15.1,-0.54,57.14285,62.1,8.3,0.71,44.642864,-1.2,-0.11,100.0,55.6,9.2,0.64,64.2857,-0.4,-0.23,-241.0713,55.4,6.9,0.68,83.92859,0.1,0.07,44.642864,58.7,11.7,0.52,-119.64277,-34.4,-0.32,53.571423,57.4,1.0,45.8,45.8,-3.571424,-31.2,-31.2,48.214287,0.18,126.7,57.8,73.21432,8.3,36.3,0.0,0.46,-1.0,-8.4,55.357136,-73.6,-41.7,100.0,0.22,60.7,3.1,100.0,-39.8,-18.8,55.357136,0.04,130.0,-0.0,100.0,-44.4,-6.9,80.35717,0.2,99.4,-135.3,100.0,-193.5,-193.5,83.92859,0.74,124.9,108.6,75.00003,16.3,27.7,100.0,0.75,0.85,1.16,RHA,0.53070265,1.0164021,9664d90c-a030-48d8-acc7-ecc3baa31673,cba92ef2-0abf-4693-b6f4-715424e63e23,v1-0-0,2023-04-17,718539,37,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/037_9664d90c-a030-48d8-acc7-ecc3baa31673_metrics.csv
15,0.18,0.029,0.99,-0.14,1.6815,18.8,55.55552,12.6,17.4,68.51847,11.7,36.3,59.25922,26.0,19.4,5.555552,2.7,29.2,81.48149,12.9,22.3,81.48149,12.3,26.6,100.0,26.6,24.2,100.0,24.2,131.9,83.33334,113.6,2.0,0.22,-220.3705,-11.4,-0.58,83.33334,62.6,10.1,0.34,-92.59267,-4.7,-0.93,-353.70386,-47.7,8.2,0.37,-101.85192,-11.9,-0.32,83.33334,49.2,0.7,0.91,-301.852,-11.8,-0.52,40.740715,20.4,3.5,0.8,-125.92598,-14.5,-0.5,51.851818,58.5,10.1,0.6,57.40737,-0.9,-0.59,-187.03711,51.9,9.8,0.67,64.81477,-0.4,-0.28,-187.03711,50.2,7.6,0.73,83.33334,-0.0,-0.15,-296.29645,52.3,13.1,0.62,-125.92598,-33.7,-0.33,48.148117,55.8,0.8,45.6,45.6,-3.7037675,-51.7,-32.5,49.999966,0.12,125.1,54.1,61.111073,3.8,39.6,0.0,0.52,-3.4,-9.3,55.55552,-63.7,-40.9,100.0,0.37,58.3,9.5,100.0,-39.6,-26.8,55.55552,0.03,130.0,-3.7,100.0,-42.5,-8.9,81.48149,0.13,126.8,-158.1,100.0,-199.6,-199.6,87.03705,0.58,127.1,95.1,81.48149,15.8,30.4,100.0,0.81,0.76,1.08,RHA,0.53070265,1.0089918,6a8a0461-cadc-4c3b-8e08-5c1967152cea,ca17bdc7-2415-448c-a656-2ba7bf134016,v1-0-0,2023-04-17,718539,38,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/038_6a8a0461-cadc-4c3b-8e08-5c1967152cea_metrics.csv
16,0.1833,0.035,0.99,-0.135,1.681,19.5,56.3636,12.1,18.6,70.90911,13.1,37.1,58.18178,26.8,17.5,5.4545417,1.8,28.6,78.18183,10.7,22.5,80.000015,12.0,27.4,100.0,27.4,24.9,100.0,24.9,131.6,81.81819,111.0,1.8,0.16,-214.54558,-11.2,-0.56,81.81819,62.5,9.4,0.41,-29.090956,-1.1,-0.52,-314.54556,-48.3,8.1,0.36,-98.181885,-11.0,-0.28,81.81819,55.1,0.8,0.93,-243.63646,-12.1,-0.52,39.999973,19.8,3.4,0.9,-120.00005,-16.6,-0.54,56.3636,58.4,9.8,0.56,59.99996,-1.2,-0.1,100.0,52.0,10.1,0.7,63.636322,-0.4,-0.31,-254.54555,50.8,7.8,0.71,83.636375,0.1,0.56,-281.81833,52.4,11.4,0.57,-121.81823,-33.8,-0.29,54.545418,57.0,0.89,46.3,46.3,-3.6364262,-42.2,-32.6,50.909058,0.17,126.6,45.8,16.363626,3.3,24.4,100.0,0.58,-3.7,-11.3,56.3636,-58.0,-43.0,100.0,0.34,61.7,8.6,100.0,-40.3,-26.4,56.3636,0.06,88.1,-4.2,100.0,-47.2,-12.2,78.18183,0.15,135.0,-148.0,100.0,-199.5,-199.5,85.45455,0.62,124.7,95.9,80.000015,14.2,27.4,100.0,0.77,0.78,1.11,RHA,0.53070265,1.0139447,0c6e325f-b1dd-4b80-9f08-dc84d59f35d7,ee32b0c8-bcf5-4052-8e12-6d2139cedfd5,v1-0-0,2023-04-17,718539,39,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/039_0c6e325f-b1dd-4b80-9f08-dc84d59f35d7_metrics.csv
17,0.1767,0.081,0.984,-0.161,1.72,23.3,54.716946,13.7,17.7,20.754704,10.6,37.2,54.716946,25.9,18.5,5.6603737,3.0,28.3,47.16978,11.4,20.8,79.2453,11.0,26.1,100.0,26.1,24.1,100.0,24.1,128.8,84.90567,109.8,1.7,0.18,-222.64163,-12.4,-0.56,84.90567,61.1,9.9,0.47,-28.301935,-3.0,-0.68,-347.16992,-51.5,6.9,0.29,-103.77365,-14.9,-0.36,54.716946,51.8,1.0,0.21,100.0,-12.7,-0.53,37.735825,20.6,3.0,0.87,-115.0944,-21.4,-0.63,56.603737,60.5,9.5,0.75,39.622616,-1.6,-0.14,100.0,55.4,9.9,0.67,64.1509,-0.4,-0.34,-260.37747,54.7,7.2,0.71,83.01888,-0.1,-0.09,43.3962,56.7,11.0,0.48,-132.07552,-51.1,-0.41,54.716946,57.3,0.92,46.7,46.7,-7.547232,-32.7,-26.5,47.16978,0.08,124.7,48.9,79.2453,3.8,39.1,0.0,0.49,-1.8,-12.1,54.716946,-67.2,-43.9,100.0,0.24,60.7,4.5,100.0,-40.7,-20.3,54.716946,0.26,130.0,-2.8,100.0,-49.7,-49.0,47.16978,0.18,119.6,-140.6,100.0,-198.3,-198.3,84.90567,0.68,125.7,99.1,79.2453,18.7,26.2,100.0,0.79,0.74,1.16,RHA,0.53070265,1.0093033,681e09a7-4cb2-4e6d-8aff-d73182e78272,bc56d7cf-2d3e-4582-a743-9d1b8f61328f,v1-0-0,2023-04-17,718539,40,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/040_681e09a7-4cb2-4e6d-8aff-d73182e78272_metrics.csv
18,0.1867,0.069,0.982,-0.178,1.7141,19.1,55.357136,13.6,16.5,69.6429,10.0,35.4,57.14285,25.2,17.6,8.928624,2.7,27.7,82.14288,11.4,21.0,78.57146,11.0,26.4,100.0,26.4,24.6,100.0,24.6,131.9,85.7143,109.7,1.3,0.15,-210.7142,-12.9,-0.56,85.7143,64.6,10.1,0.51,-19.642832,-1.7,-0.61,-316.0713,-49.9,7.0,0.36,-19.642832,-14.1,-0.36,85.7143,57.8,0.7,0.77,-310.71414,-13.0,-0.56,42.85715,21.6,2.9,0.87,-114.28563,-18.8,-0.57,58.92856,61.6,9.3,0.74,44.642864,-1.4,-0.13,100.0,55.4,9.8,0.65,66.07141,-0.3,-0.27,-248.21416,54.5,7.2,0.68,83.92859,-0.1,-0.06,41.07144,56.9,10.6,0.53,-124.9999,-42.1,-0.35,57.14285,59.0,0.87,47.5,47.5,-3.571424,-36.6,-25.9,48.214287,0.1,125.9,50.8,58.92856,3.6,37.9,0.0,0.54,-1.9,-10.2,55.357136,-68.9,-46.2,100.0,0.22,54.0,0.4,98.21429,-40.1,-20.4,55.357136,0.02,87.3,-2.0,100.0,-47.2,-5.0,82.14288,0.21,112.1,-133.2,100.0,-196.8,-196.8,83.92859,0.69,125.1,102.2,78.57146,14.8,26.3,100.0,0.78,0.77,1.17,RHA,0.53070265,1.019848,3e66e179-395c-432c-9b6c-06655bcbc346,f1b80aab-53cd-4d85-bca1-26d5934cd13e,v1-0-0,2023-04-17,718539,41,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/041_3e66e179-395c-432c-9b6c-06655bcbc346_metrics.csv
19,0.1833,0.059,0.983,-0.173,1.6847,18.7,21.818167,13.2,17.5,70.90911,10.5,35.6,21.818167,25.2,18.4,7.2727227,2.5,26.9,80.000015,11.0,20.6,76.363655,10.5,25.7,100.0,25.7,24.1,100.0,24.1,126.0,83.636375,106.7,2.3,0.28,-227.27284,-11.5,-0.55,83.636375,64.5,9.6,0.43,-32.727318,-4.3,-0.88,-347.2729,-48.5,7.5,0.34,-101.818245,-12.3,-0.33,83.636375,49.0,0.7,0.97,-283.6365,-12.2,-0.54,43.636333,21.7,3.0,0.78,-120.00005,-16.7,-0.57,58.18178,60.0,9.1,0.74,43.636333,-1.1,-0.1,100.0,53.3,9.9,0.69,63.636322,-0.3,-0.27,-101.818245,52.5,7.4,0.7,83.636375,0.0,0.03,45.454517,55.1,11.4,0.56,-125.4546,-35.8,-0.33,54.545418,56.3,0.75,47.9,47.9,0.0,-49.4,-25.3,49.090878,0.17,125.2,59.3,63.636322,4.4,38.9,0.0,0.6,-1.3,-1.3,21.818167,-69.2,-41.8,100.0,0.46,54.6,4.2,100.0,-38.7,-38.7,21.818167,0.03,130.0,-0.7,100.0,-45.8,-5.4,80.000015,0.22,75.2,-136.8,100.0,-196.2,-196.2,85.45455,0.71,126.1,106.8,76.363655,14.9,28.1,100.0,0.76,0.79,1.17,RHA,0.53070265,1.0188421,5eb448fe-2da8-4a29-92af-1716582f21ba,ca7a7f5f-8daa-46e2-b143-7c5b4a6464f5,v1-0-0,2023-04-17,718539,42,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/042_5eb448fe-2da8-4a29-92af-1716582f21ba_metrics.csv
20,0.1833,0.066,0.985,-0.162,1.7145,19.4,52.727238,14.1,16.5,23.636349,10.0,34.6,23.636349,25.8,18.4,5.4545417,2.9,27.4,80.000015,11.4,20.9,80.000015,11.2,26.5,100.0,26.5,24.4,100.0,24.4,129.5,85.45455,110.6,2.1,0.19,-209.09103,-12.5,-0.57,85.45455,64.4,9.5,0.61,0.0,-5.2,-0.95,-336.36374,-51.3,7.0,0.4,-127.27277,-12.8,-0.34,85.45455,50.2,0.7,0.97,-241.81828,-12.7,-0.55,39.999973,19.4,3.0,0.8,-121.81823,-17.7,-0.59,58.18178,59.9,8.8,0.74,43.636333,-1.3,-0.11,100.0,53.4,10.0,0.69,63.636322,-0.3,-0.22,-100.00007,52.5,7.4,0.71,83.636375,0.1,0.26,-270.90918,54.8,12.3,0.58,-125.4546,-38.2,-0.34,54.545418,56.0,0.84,48.5,48.5,-3.6364262,-37.6,-24.0,49.090878,0.14,126.8,54.3,76.363655,6.0,38.0,0.0,0.49,-1.9,-9.0,52.727238,-72.2,-43.2,100.0,0.24,59.5,4.1,98.181816,-39.5,-19.3,52.727238,0.04,86.0,-2.5,100.0,-49.2,-7.8,80.000015,0.18,119.2,-141.6,100.0,-197.2,-197.2,85.45455,0.68,124.4,98.1,80.000015,17.3,25.0,100.0,0.79,0.76,1.17,RHA,0.53070265,1.0146649,71d951d7-c5f3-4e8d-bdbd-a208b44c3ad5,bc95ea0e-283d-4a18-b316-bd1013ad1068,v1-0-0,2023-04-17,718539,43,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/043_71d951d7-c5f3-4e8d-bdbd-a208b44c3ad5_metrics.csv
21,0.1833,0.053,0.983,-0.173,1.7086,19.3,50.909058,12.5,17.1,72.72729,10.5,35.5,80.000015,24.7,18.8,9.090903,2.6,27.6,81.81819,10.9,20.9,78.18183,11.2,26.6,100.0,26.6,24.5,100.0,24.5,132.6,85.45455,108.4,2.2,0.25,-223.63647,-12.4,-0.55,85.45455,63.6,9.6,0.43,-32.727318,-5.3,-0.92,-350.90924,-49.4,6.4,0.32,-9.090968,-13.3,-0.34,85.45455,50.6,0.7,0.83,-292.72742,-11.9,-0.52,45.454517,22.9,2.7,0.84,-289.09103,-14.8,-0.53,59.99996,62.7,9.6,0.68,50.909058,-1.3,-0.11,100.0,55.8,9.7,0.68,63.636322,-0.4,-0.33,-254.54555,54.7,7.5,0.76,81.81819,0.1,0.29,-274.5456,56.8,8.9,0.94,-227.27284,-30.3,-0.27,56.3636,58.0,0.73,49.6,49.6,-3.6364262,-42.1,-17.5,47.272697,0.18,122.5,61.4,67.27268,4.0,40.6,0.0,0.51,-0.4,-8.6,50.909058,-71.8,-44.8,100.0,0.28,54.9,1.5,98.181816,-38.5,-24.7,50.909058,0.02,85.2,-1.6,100.0,-44.1,-4.0,81.81819,0.2,125.5,-131.8,100.0,-197.4,-197.4,85.45455,0.72,123.1,102.0,78.18183,14.7,24.4,100.0,0.78,0.77,1.17,RHA,0.53070265,1.0184582,4b7ac894-fe61-44cb-b3c4-a8f04e08830b,ef74c59a-310b-40fc-b921-a902be481996,v1-0-0,2023-04-17,718539,44,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/044_4b7ac894-fe61-44cb-b3c4-a8f04e08830b_metrics.csv
22,0.1833,0.06,0.985,-0.159,1.7139,19.8,54.545418,11.4,17.6,72.72729,10.4,35.0,18.181807,23.5,18.7,5.4545417,2.4,27.3,80.000015,11.1,20.4,78.18183,11.9,26.9,100.0,26.9,23.8,100.0,23.8,128.3,83.636375,108.0,2.3,0.23,-218.18193,-11.2,-0.58,83.636375,63.2,10.4,0.42,-38.181858,-5.0,-0.97,-347.2729,-50.2,7.8,0.8,-218.18193,-11.3,-0.31,83.636375,47.9,0.7,0.8,-294.5456,-12.4,-0.53,39.999973,21.9,2.9,0.87,-110.90915,-16.5,-0.57,58.18178,62.1,9.0,0.59,56.3636,-1.4,-0.12,100.0,55.6,9.9,0.71,61.818142,-0.3,-0.31,-94.545525,54.1,7.3,0.66,83.636375,0.1,0.4,-236.36374,56.5,12.2,0.97,-220.00012,-33.6,-0.3,54.545418,57.5,0.98,50.4,50.4,-5.454607,-24.2,-22.8,49.090878,0.15,129.0,60.2,70.90911,5.0,41.3,0.0,0.47,-1.1,-9.7,54.545418,-74.7,-44.2,100.0,0.24,53.3,1.8,98.181816,-40.2,-20.4,54.545418,0.03,130.0,-1.8,100.0,-47.0,-7.5,80.000015,0.24,91.2,-127.7,100.0,-195.8,-195.8,83.636375,0.67,124.3,98.8,78.18183,13.1,24.6,100.0,0.78,0.75,1.16,RHA,0.53070265,1.0066284,b343629d-d4a0-4482-8e0b-6cbee5199a0e,9e490f94-34af-4323-a2b4-064f713c5b8c,v1-0-0,2023-04-17,718539,45,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/045_b343629d-d4a0-4482-8e0b-6cbee5199a0e_metrics.csv
23,0.1833,0.037,0.993,-0.113,1.682,17.6,52.727238,11.2,18.5,72.72729,13.0,33.6,78.18183,25.9,17.8,5.4545417,1.9,28.0,80.000015,11.8,21.9,80.000015,13.1,28.6,100.0,28.6,25.4,100.0,25.4,128.8,81.81819,114.8,2.8,0.26,-214.54558,-9.6,-0.54,81.81819,64.9,9.9,0.4,-38.181858,-5.1,-0.91,-350.90924,-47.2,7.2,0.42,-132.72731,-9.3,-0.24,81.81819,47.0,0.8,0.95,-287.27286,-12.1,-0.55,47.272697,20.1,3.6,0.89,-114.54551,-15.3,-0.49,56.3636,58.1,10.3,0.61,58.18178,-1.3,-0.09,100.0,52.2,10.4,0.71,63.636322,-0.3,-0.24,-176.36372,50.3,7.6,0.71,83.636375,0.1,0.85,-241.81828,52.7,13.1,0.56,-118.18187,-32.0,-0.28,52.727238,56.3,0.71,50.6,50.6,-1.8182456,-48.2,-19.4,49.090878,0.15,125.4,55.2,59.99996,3.8,37.1,100.0,0.59,-3.4,-9.1,52.727238,-61.4,-43.3,100.0,0.31,55.7,7.3,100.0,-40.1,-22.8,52.727238,0.03,130.0,-3.8,100.0,-47.2,-9.9,80.000015,0.16,135.0,-145.5,100.0,-198.6,-198.6,85.45455,0.62,124.9,97.1,80.000015,11.4,27.2,100.0,0.83,0.78,1.16,RHA,0.53070265,1.018612,935b99ae-adb6-4987-8359-67c20a54e324,6d37a49d-60fe-4dc7-9bcc-3d2e60d29ccb,v1-0-0,2023-04-17,718539,46,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/046_935b99ae-adb6-4987-8359-67c20a54e324_metrics.csv
24,0.18,0.055,0.991,-0.12,1.6663,16.9,53.70367,11.2,20.1,70.37039,14.4,34.2,81.48149,27.2,18.4,5.555552,2.5,28.8,81.48149,13.0,23.2,81.48149,13.0,26.9,100.0,26.9,24.2,100.0,24.2,135.4,85.185196,115.8,2.4,0.24,-233.33345,-11.8,-0.6,85.185196,64.1,9.7,0.35,-100.00007,-0.4,-0.18,-338.889,-42.5,8.2,0.38,-100.00007,-13.2,-0.33,85.185196,55.4,1.4,0.32,100.0,-12.0,-0.54,42.592564,21.1,3.9,0.83,-122.222275,-15.4,-0.53,53.70367,58.6,10.0,0.57,59.25922,-1.2,-0.05,87.03705,52.3,10.1,0.69,62.96292,-0.3,-0.25,-187.03711,51.0,7.4,0.75,83.33334,0.1,0.25,-296.29645,53.3,13.7,0.62,-124.07413,-33.8,-0.32,51.851818,57.1,1.0,46.2,46.2,-1.8519169,-25.1,-25.1,49.999966,0.16,127.1,54.9,59.25922,3.9,34.9,100.0,0.58,-3.3,-9.2,53.70367,-59.4,-41.8,100.0,0.36,63.4,10.0,100.0,-38.0,-26.0,53.70367,0.02,87.1,-2.8,100.0,-41.9,-5.8,81.48149,0.11,135.0,-162.8,100.0,-200.4,-200.4,87.03705,0.6,125.7,98.7,81.48149,15.6,32.8,100.0,0.84,0.8,1.04,RHA,0.53070265,1.0069823,3e9fb5cd-978c-42c7-9f94-fa7cbc5fa996,53b431e0-832f-4929-9025-2cf11cebf429,v1-0-0,2023-04-17,718539,61,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/061_3e9fb5cd-978c-42c7-9f94-fa7cbc5fa996_metrics.csv
25,0.1833,0.028,0.99,-0.141,1.6753,18.1,54.54545,11.8,17.6,72.72731,10.4,35.0,78.18185,23.7,17.8,9.090962,2.1,34.3,78.18185,11.9,21.8,78.18185,12.2,27.1,100.0,27.1,24.5,100.0,24.5,137.9,80.00002,110.2,2.3,0.24,-218.18173,-10.5,-0.5,80.00002,66.2,9.4,0.44,-29.09087,-2.4,-0.78,-334.5453,-50.6,8.4,0.39,-107.27265,-11.1,-0.28,80.00002,53.4,0.8,0.48,-169.09082,-12.3,-0.52,40.00001,21.6,4.1,0.83,-116.36355,-17.5,-0.57,56.36363,58.3,9.3,0.56,59.999985,-1.1,-0.09,100.0,52.1,10.0,0.7,63.636345,-0.4,-0.29,-183.63625,50.6,8.2,0.78,81.81821,0.2,0.73,-283.63626,52.3,14.7,0.61,-114.54537,-37.3,-0.33,54.54545,56.7,0.72,46.9,46.9,0.0,-52.9,-24.4,49.090908,0.1,127.6,50.0,54.54545,3.8,37.7,0.0,0.6,-2.9,-9.6,54.54545,-58.4,-42.7,100.0,0.29,59.3,6.3,100.0,-36.3,-21.1,54.54545,0.11,88.4,-1.5,100.0,-45.5,-15.7,81.81821,0.13,128.4,-155.2,100.0,-199.3,-199.3,85.45456,0.59,124.1,95.2,78.18185,14.5,30.0,100.0,0.98,0.63,1.13,RHA,0.53070265,1.018043,1dc51f4b-6014-4f99-996c-32a6999fcbec,f98d0f61-18f9-4c8b-a0a3-117b977f252b,v1-0-0,2023-04-17,718539,62,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/062_1dc51f4b-6014-4f99-996c-32a6999fcbec_metrics.csv
26,0.1733,0.038,0.988,-0.148,1.6707,17.8,49.999966,11.9,22.2,71.15386,13.2,37.9,78.84617,26.6,17.4,1.9230756,2.9,27.8,78.84617,10.9,22.4,80.76924,12.5,27.7,100.0,27.7,25.0,100.0,25.0,134.7,82.692314,112.9,1.9,0.25,-238.46164,-11.8,-0.57,82.692314,63.7,9.3,0.46,-30.769278,-0.9,-0.06,49.999966,-42.8,7.9,0.37,-115.384674,-11.6,-0.28,82.692314,60.8,1.0,0.54,-188.46161,-12.4,-0.54,40.384586,21.1,3.9,0.86,-121.1539,-17.2,-0.54,53.846115,58.5,9.4,0.73,42.307663,-1.3,-0.1,100.0,52.8,9.8,0.69,61.538418,-0.3,-0.26,-200.00006,51.6,7.6,0.72,82.692314,0.1,0.47,-317.3078,53.8,13.7,0.57,-119.23082,-37.4,-0.32,51.92304,58.0,0.9,47.6,47.6,-5.769295,-26.8,-19.2,48.07689,0.25,123.4,44.9,13.461529,3.7,15.5,100.0,0.61,-3.2,-8.3,49.999966,-59.7,-43.0,100.0,0.29,60.1,8.1,100.0,-36.7,-19.8,49.999966,0.04,130.0,-3.7,100.0,-45.6,-10.8,78.84617,0.16,119.2,-148.6,100.0,-198.6,-198.6,84.615395,0.58,125.9,93.2,80.76924,15.8,29.0,100.0,0.73,0.81,1.12,RHA,0.53070265,1.0142025,01779f00-c5d4-408b-a11e-74622f08ad4c,0722d1a6-1599-4f44-ac78-08ace91ba2a8,v1-0-0,2023-04-17,718539,63,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/063_01779f00-c5d4-408b-a11e-74622f08ad4c_metrics.csv
