,time_length,move_direction_x,move_direction_y,move_direction_z,feet_separation_m,rear_leg_proj_max,rear_leg_proj_norm_time,rear_leg_proj_end,lead_leg_proj_max,lead_leg_proj_norm_time,lead_leg_proj_end,lower_half_proj_max,lower_half_proj_norm_time,lower_half_proj_end,lead_arm_proj_max,lead_arm_proj_norm_time,lead_arm_proj_end,torso_proj_max,torso_proj_norm_time,torso_proj_end,pitch_up_arm_proj_max,pitch_up_arm_proj_norm_time,pitch_up_arm_proj_end,pitch_forearm_proj_max,pitch_forearm_proj_norm_time,pitch_forearm_proj_end,pitch_hand_proj_max,pitch_hand_proj_norm_time,pitch_hand_proj_end,total_proj_max,total_proj_norm_time,total_proj_end,rear_leg_side_max,rear_leg_side_max_percent,rear_leg_side_max_norm_time,rear_leg_side_min,rear_leg_side_min_percent,rear_leg_side_min_norm_time,rear_leg_vert_ang,lead_leg_side_max,lead_leg_side_max_percent,lead_leg_side_max_norm_time,lead_leg_side_min,lead_leg_side_min_percent,lead_leg_side_min_norm_time,lead_leg_vert_ang,lower_half_side_max,lower_half_side_max_percent,lower_half_side_max_norm_time,lower_half_side_min,lower_half_side_min_percent,lower_half_side_min_norm_time,lower_half_vert_ang,lead_arm_side_max,lead_arm_side_max_percent,lead_arm_side_max_norm_time,lead_arm_side_min,lead_arm_side_min_percent,lead_arm_side_min_norm_time,lead_arm_vert_ang,torso_side_max,torso_side_max_percent,torso_side_max_norm_time,torso_side_min,torso_side_min_percent,torso_side_min_norm_time,torso_vert_ang,pitch_up_arm_side_max,pitch_up_arm_side_max_percent,pitch_up_arm_side_max_norm_time,pitch_up_arm_side_min,pitch_up_arm_side_min_percent,pitch_up_arm_side_min_norm_time,pitch_up_arm_vert_ang,pitch_forearm_side_max,pitch_forearm_side_max_percent,pitch_forearm_side_max_norm_time,pitch_forearm_side_min,pitch_forearm_side_min_percent,pitch_forearm_side_min_norm_time,pitch_forearm_vert_ang,pitch_hand_side_max,pitch_hand_side_max_percent,pitch_hand_side_max_norm_time,pitch_hand_side_min,pitch_hand_side_min_percent,pitch_hand_side_min_norm_time,pitch_hand_vert_ang,total_side_max,total_side_max_percent,total_side_max_norm_time,total_side_min,total_side_min_percent,total_side_min_norm_time,total_vert_ang,rear_hip_ir_range_norm,rear_hip_ir_range_full_max,rear_hip_ir_range_max,rear_hip_ir_range_max_norm_time,rear_hip_ir_range_full_min,rear_hip_ir_range_min,rear_hip_ir_range_min_norm_time,lead_knee_flex_range_norm,lead_knee_flex_range_full_max,lead_knee_flex_range_max,lead_knee_flex_range_max_norm_time,lead_knee_flex_range_full_min,lead_knee_flex_range_min,lead_knee_flex_range_min_norm_time,lumbar_ext_range_norm,lumbar_ext_range_full_max,lumbar_ext_range_max,lumbar_ext_range_max_norm_time,lumbar_ext_range_full_min,lumbar_ext_range_min,lumbar_ext_range_min_norm_time,spine_rot_range_norm,spine_rot_range_full_max,spine_rot_range_max,spine_rot_range_max_norm_time,spine_rot_range_full_min,spine_rot_range_min,spine_rot_range_min_norm_time,pitch_shoulder_horz_range_norm,pitch_shoulder_horz_range_full_max,pitch_shoulder_horz_range_max,pitch_shoulder_horz_range_max_norm_time,pitch_shoulder_horz_range_full_min,pitch_shoulder_horz_range_min,pitch_shoulder_horz_range_min_norm_time,pitch_shoulder_rot_range_norm,pitch_shoulder_rot_range_full_max,pitch_shoulder_rot_range_max,pitch_shoulder_rot_range_max_norm_time,pitch_shoulder_rot_range_full_min,pitch_shoulder_rot_range_min,pitch_shoulder_rot_range_min_norm_time,pitch_elbow_flex_range_norm,pitch_elbow_flex_range_full_max,pitch_elbow_flex_range_max,pitch_elbow_flex_range_max_norm_time,pitch_elbow_flex_range_full_min,pitch_elbow_flex_range_min,pitch_elbow_flex_range_min_norm_time,lower_half_to_torso_proj,torso_to_up_arm_proj,up_arm_to_pitch_hand_proj,dom_hand,dom_hand_mass,dom_hand_radius,org_movement_id,movement_id,version_metrics,session_date,session_num,movement_num,s3_key
27,0.1867,0.066,0.985,-0.157,1.6612,21.7,55.357136,12.5,19.8,71.428604,11.6,37.5,60.71427,25.6,18.0,7.142912,2.7,27.8,82.14288,11.1,20.8,78.57146,11.7,26.8,100.0,26.8,24.5,100.0,24.5,130.4,85.7143,110.0,1.2,0.17,-221.42848,-12.2,-0.58,85.7143,64.3,10.1,0.53,-23.214256,-0.1,-0.01,55.357136,-45.9,7.8,0.36,-98.214226,-12.6,-0.33,85.7143,57.0,0.6,0.85,-239.2856,-13.3,-0.56,41.07144,22.2,2.7,0.82,-112.49992,-17.6,-0.58,58.92856,60.8,9.0,0.72,44.642864,-1.7,-0.14,100.0,52.9,10.0,0.68,64.2857,-0.4,-0.39,-99.99994,52.4,7.2,0.71,83.92859,-0.1,-0.03,46.428577,55.0,10.1,0.5,-110.71421,-39.0,-0.33,55.357136,57.6,1.0,48.1,48.1,-1.785712,-32.6,-32.6,50.0,0.17,129.1,60.3,62.499985,4.4,38.5,0.0,0.46,-0.7,-9.0,55.357136,-71.4,-41.7,100.0,0.28,54.8,8.5,98.21429,-38.4,-17.9,55.357136,0.01,130.0,-4.0,100.0,-47.5,-5.2,92.857155,0.19,70.4,-145.2,100.0,-196.5,-196.5,85.7143,0.71,124.8,104.8,78.57146,14.7,26.3,100.0,0.74,0.77,1.18,RHA,0.53070265,1.013279,a5697b5b-8ea8-4787-a214-6c6a811bdb6d,7db89eaf-fbff-41c4-a15d-a5777a864d4f,v1-0-0,2023-04-17,718539,64,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/064_a5697b5b-8ea8-4787-a214-6c6a811bdb6d_metrics.csv
28,0.1867,0.027,0.991,-0.131,1.6548,20.6,55.357136,10.4,18.1,73.21432,12.9,35.4,57.14285,25.0,18.4,8.928624,2.0,29.4,82.14288,13.0,22.3,82.14288,12.5,27.4,100.0,27.4,25.0,100.0,25.0,133.6,85.7143,113.8,1.9,0.22,-228.57133,-10.8,-0.59,85.7143,63.5,8.4,0.42,-30.357103,-4.5,-0.92,-353.5713,-47.7,7.0,0.34,-101.785645,-11.5,-0.3,85.7143,52.7,0.9,0.25,100.0,-12.0,-0.51,42.85715,21.7,3.1,0.87,-116.07134,-16.9,-0.57,58.92856,59.1,9.7,0.58,60.71427,-1.0,-0.63,-189.2856,52.5,10.5,0.7,64.2857,-0.4,-0.27,-189.2856,50.7,7.4,0.73,83.92859,0.0,0.1,-308.92844,53.0,10.9,0.46,-108.9285,-35.7,-0.31,55.357136,57.1,0.72,47.6,47.6,1.785712,-54.1,-25.3,50.0,0.16,127.9,57.5,64.2857,3.8,37.4,0.0,0.56,-2.4,-9.9,55.357136,-60.9,-42.6,100.0,0.36,56.9,10.0,100.0,-38.3,-24.2,55.357136,0.01,130.0,-4.0,82.14288,-46.4,-5.2,91.07144,0.13,128.9,-157.1,100.0,-200.5,-200.5,87.500015,0.62,127.2,97.3,82.14288,16.5,29.1,100.0,0.83,0.76,1.12,RHA,0.53070265,1.0181047,230399b9-8f50-44b1-b377-c9782ff073c9,3c4a4782-a2c4-4acb-8ece-598eeb11c272,v1-0-0,2023-04-17,718539,65,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/065_230399b9-8f50-44b1-b377-c9782ff073c9_metrics.csv
29,0.1833,0.03,0.991,-0.129,1.6625,19.2,52.72727,10.8,19.2,72.72731,12.5,33.3,80.00002,25.3,18.3,7.272783,2.0,28.7,81.81821,12.8,21.8,81.81821,12.7,27.3,100.0,27.3,24.6,100.0,24.6,132.4,85.45456,112.8,2.2,0.21,-218.18173,-10.6,-0.59,85.45456,63.7,9.6,0.35,-72.72724,-3.8,-0.92,-343.63623,-45.1,7.2,0.32,-94.545395,-10.8,-0.3,54.54545,49.4,0.8,0.97,-287.2726,-11.8,-0.51,43.63637,21.1,2.7,0.69,-278.1817,-16.1,-0.57,58.181805,58.9,9.6,0.57,59.999985,-1.2,-0.09,100.0,51.7,10.3,0.69,63.636345,-0.4,-0.27,-176.36354,50.2,7.4,0.72,83.63638,0.0,0.23,-310.90894,52.8,10.3,0.94,-227.27263,-34.6,-0.31,54.54545,56.1,0.79,48.7,48.7,0.0,-36.2,-18.2,47.27273,0.17,127.2,59.3,63.636345,3.5,38.8,0.0,0.56,-3.1,-9.2,52.72727,-61.8,-42.0,100.0,0.36,56.6,9.8,100.0,-38.4,-24.3,52.72727,0.01,130.0,-3.6,100.0,-44.0,-5.1,89.09092,0.13,135.0,-154.7,100.0,-199.0,-199.0,87.27274,0.6,124.9,95.7,81.81821,13.9,28.8,100.0,0.86,0.76,1.12,RHA,0.53070265,1.0110817,b5ddaf52-2a63-4f72-8c67-024880b62aa5,395c5697-99e5-4ee3-a769-adfcedcb806c,v1-0-0,2023-04-17,718539,66,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/066_b5ddaf52-2a63-4f72-8c67-024880b62aa5_metrics.csv
30,0.1833,0.029,0.991,-0.132,1.6616,16.4,54.54545,11.0,18.5,74.54549,16.0,33.1,27.272757,28.6,17.4,3.6364238,1.8,29.6,80.00002,10.6,22.7,78.18185,12.0,27.4,100.0,27.4,24.9,100.0,24.9,132.1,81.81821,112.9,2.6,0.26,-205.45447,-10.7,-0.59,81.81821,64.3,9.5,0.4,-34.54541,-2.6,-0.62,-327.27255,-48.4,7.8,0.32,-96.36357,-11.4,-0.29,81.81821,47.9,0.9,0.76,-154.54538,-12.2,-0.54,41.81819,18.0,3.3,0.79,-109.09083,-17.1,-0.58,56.36363,58.6,9.6,0.57,59.999985,-1.2,-0.1,100.0,51.9,10.3,0.7,63.636345,-0.4,-0.27,-169.09082,50.3,7.5,0.71,83.63638,-0.0,-0.01,40.00001,52.2,11.9,0.47,-105.45447,-36.8,-0.35,52.72727,56.4,0.88,49.1,49.1,1.8182445,-35.0,-25.3,52.72727,0.19,124.0,51.0,61.818165,3.6,28.5,100.0,0.57,-4.0,-8.5,54.54545,-60.8,-40.9,100.0,0.37,55.4,10.4,100.0,-36.8,-23.6,54.54545,0.04,130.0,-2.4,100.0,-47.8,-9.7,80.00002,0.14,127.1,-152.9,100.0,-198.0,-198.0,85.45456,0.67,125.8,102.6,78.18185,15.3,28.3,100.0,0.89,0.77,1.1,RHA,0.53070265,1.0177581,10a9b19f-6283-47ee-bcd4-4dfca9dd8e5b,f5acc2ed-dbf1-4bdc-8f46-3aaaa4f85a2b,v1-0-0,2023-04-17,718539,67,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/067_10a9b19f-6283-47ee-bcd4-4dfca9dd8e5b_metrics.csv
31,0.1867,0.079,0.983,-0.167,1.6993,23.6,55.357136,13.8,17.3,71.428604,10.7,39.6,57.14285,26.2,18.1,33.928593,2.4,29.0,83.92859,11.5,20.5,78.57146,11.6,27.0,100.0,27.0,24.6,100.0,24.6,135.0,87.500015,111.7,2.2,0.25,-214.28563,-14.1,-0.6,87.500015,59.6,9.4,0.48,-26.78568,-1.0,-0.06,55.357136,-51.2,6.6,0.78,-212.49992,-15.5,-0.4,87.500015,55.5,1.1,0.27,100.0,-12.9,-0.54,41.07144,21.3,3.5,0.89,-110.71421,-19.7,-0.61,58.92856,61.2,9.0,0.75,42.85715,-1.9,-0.16,100.0,55.4,9.8,0.67,64.2857,-0.3,-0.24,-166.07135,54.2,7.3,0.68,83.92859,-0.1,-0.06,41.07144,56.4,11.4,0.56,-114.28563,-46.1,-0.37,57.14285,58.2,0.82,48.8,48.8,-1.785712,-45.1,-27.8,48.214287,0.12,126.5,53.4,53.571423,3.5,38.8,0.0,0.52,-2.3,-11.1,55.357136,-70.5,-46.8,100.0,0.23,60.0,1.2,100.0,-39.7,-22.1,55.357136,0.02,88.1,-1.6,83.92859,-47.0,-4.3,96.42857,0.21,121.7,-129.5,100.0,-195.1,-195.1,83.92859,0.73,124.5,103.7,78.57146,13.5,22.7,100.0,0.73,0.74,1.2,RHA,0.53070265,1.0153782,d7ca059d-c4c6-4066-a895-dc88669ecfe9,7ec83c24-4e77-4a7b-a0dc-88b2fb9be59c,v1-0-0,2023-04-17,718539,68,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/068_d7ca059d-c4c6-4066-a895-dc88669ecfe9_metrics.csv
32,0.18,0.04,0.99,-0.138,1.6756,16.9,51.851818,9.5,18.0,70.37039,14.1,32.0,20.370358,25.3,17.1,5.555552,1.9,29.0,79.62965,11.9,22.2,81.48149,12.7,27.9,100.0,27.9,25.2,100.0,25.2,129.8,83.33334,113.1,2.1,0.26,-220.3705,-10.0,-0.58,83.33334,67.3,10.0,0.45,-29.629677,-5.4,-0.94,-350.00018,-45.5,7.2,0.44,-127.777824,-11.3,-0.3,83.33334,52.0,0.8,0.5,-172.2223,-12.0,-0.54,44.444416,20.5,3.5,0.82,-118.51858,-17.7,-0.57,57.40737,59.2,9.6,0.56,59.25922,-1.0,-0.61,-177.77786,52.6,10.4,0.69,62.96292,-0.4,-0.3,-177.77786,51.3,7.6,0.65,85.185196,0.2,0.06,42.592564,53.8,12.8,0.61,-122.222275,-37.3,-0.33,53.70367,58.2,0.72,49.5,49.5,-1.8519169,-49.8,-22.1,49.999966,0.19,126.5,52.5,61.111073,3.6,28.7,100.0,0.6,-2.9,-8.9,51.851818,-62.1,-44.2,100.0,0.32,54.8,6.0,100.0,-39.6,-24.3,51.851818,0.02,130.0,-2.2,100.0,-47.1,-6.4,79.62965,0.13,130.3,-156.2,100.0,-198.5,-198.5,87.03705,0.61,124.8,95.5,81.48149,16.3,28.9,100.0,0.91,0.76,1.14,RHA,0.53070265,1.0226991,fb982e7d-3d8d-4cf5-a1e2-ea19b411e525,2aeb4e0a-400b-41b9-91e6-29710be74e3d,v1-0-0,2023-04-17,718539,69,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/069_fb982e7d-3d8d-4cf5-a1e2-ea19b411e525_metrics.csv
33,0.19,0.075,0.983,-0.168,1.6785,19.7,57.894726,12.1,19.6,73.68424,11.7,36.2,64.91226,25.4,16.5,8.771981,1.8,28.7,82.45616,11.9,21.3,75.43862,11.2,26.8,100.0,26.8,25.1,100.0,25.1,133.2,85.96493,110.9,2.7,0.34,-203.5087,-13.1,-0.59,85.96493,62.7,10.2,0.41,-35.087673,-1.4,-0.68,-289.47357,-47.0,7.2,0.83,-203.5087,-14.3,-0.35,85.96493,51.2,1.4,0.35,100.0,-12.6,-0.56,43.859653,20.9,2.7,0.8,-207.01747,-16.8,-0.56,61.403492,62.8,9.3,0.71,50.87719,-1.5,-0.13,100.0,54.4,9.9,0.66,66.66664,-0.3,-0.27,-164.9122,53.8,7.7,0.73,84.21054,-0.1,-0.02,42.10527,55.9,12.0,0.97,-205.26308,-36.2,-0.31,57.894726,59.0,0.93,50.3,50.3,1.7543837,-27.0,-22.0,52.631573,0.13,125.8,55.6,59.64911,3.7,39.2,100.0,0.53,-1.0,-10.0,57.894726,-67.9,-45.2,100.0,0.24,60.0,2.6,100.0,-40.1,-21.8,57.894726,0.02,84.3,-1.7,82.45616,-46.1,-4.1,96.49123,0.19,123.7,-135.3,100.0,-195.9,-195.9,85.96493,0.79,127.0,112.8,75.43862,16.8,25.8,100.0,0.79,0.8,1.18,RHA,0.53070265,1.0152912,4a11bc17-cb6d-42fb-bb04-eae1793874f9,d51d96d2-e021-46fe-8927-23c275292273,v1-0-0,2023-04-17,718539,70,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/070_4a11bc17-cb6d-42fb-bb04-eae1793874f9_metrics.csv
34,0.1867,-0.014,0.99,-0.138,1.7194,17.9,51.785713,10.8,18.1,73.21432,11.3,34.2,78.57146,23.7,18.4,35.714302,2.6,27.6,80.35717,11.6,20.4,76.78574,12.5,27.3,100.0,27.3,24.1,100.0,24.1,127.6,85.7143,110.4,2.7,0.28,-203.57137,-11.1,-0.55,85.7143,62.5,9.7,0.54,-10.714272,-5.2,-0.9,-337.49988,-52.1,6.9,0.73,-203.57137,-10.8,-0.33,55.357136,48.3,1.1,0.51,-164.28563,-12.0,-0.49,39.28573,21.7,2.9,0.84,-287.49988,-16.9,-0.56,57.14285,61.9,9.1,0.53,62.499985,-1.0,-0.59,-169.64276,54.0,10.0,0.69,66.07141,-0.5,-0.32,-169.64276,51.9,7.2,0.74,83.92859,0.0,0.08,-292.85703,54.6,10.0,0.88,-207.14278,-38.1,-0.35,55.357136,56.8,1.0,44.5,44.5,-7.142848,-53.8,-53.8,158.9285,0.2,127.6,62.3,69.64283,3.8,38.0,0.0,0.49,-3.0,-8.1,51.785713,-72.7,-42.3,100.0,0.28,62.1,5.3,98.21429,-41.7,-24.2,51.785713,0.03,130.0,-1.1,100.0,-46.1,-6.4,80.35717,0.13,107.8,-158.4,100.0,-199.5,-199.5,87.500015,0.71,123.6,105.3,76.78574,12.9,27.1,100.0,0.81,0.76,1.18,RHA,0.53070265,0.9963134,c5fb402d-813a-4edc-b49d-abbae2cf08f4,5db400c3-8ee3-4b4c-a054-1c78a9745fc8,v1-0-0,2023-04-17,718539,71,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/071_c5fb402d-813a-4edc-b49d-abbae2cf08f4_metrics.csv
35,0.1833,0.097,0.981,-0.167,1.7058,18.3,85.45455,14.2,18.7,72.72729,12.2,35.9,81.81819,28.0,17.9,7.2727227,2.2,28.2,80.000015,12.2,21.2,76.363655,11.0,26.3,100.0,26.3,24.8,100.0,24.8,132.3,85.45455,113.1,1.7,0.22,-205.45467,-12.9,-0.57,85.45455,62.9,9.6,0.45,-27.272774,-4.7,-0.9,-341.81836,-46.6,7.5,0.33,-98.181885,-13.8,-0.34,85.45455,52.8,1.6,0.36,100.0,-12.6,-0.54,41.818153,21.2,3.6,0.84,-116.36369,-18.0,-0.58,59.99996,61.4,9.1,0.73,43.636333,-1.6,-0.14,100.0,54.0,9.6,0.67,63.636322,-0.3,-0.25,-180.00008,53.5,7.5,0.71,83.636375,-0.1,-0.07,43.636333,56.0,12.7,0.58,-120.00005,-38.5,-0.33,56.3636,58.3,0.86,46.5,46.5,-1.8182456,-37.1,-25.0,49.090878,0.13,126.7,51.7,56.3636,3.4,35.4,100.0,0.19,-1.4,-31.9,85.45455,-66.4,-44.2,100.0,0.05,55.2,4.3,98.181816,-37.8,-0.7,85.45455,0.01,87.7,-1.9,87.272736,-46.5,-3.1,80.000015,0.18,130.1,-135.7,100.0,-195.6,-195.6,85.45455,0.75,124.1,108.6,76.363655,16.3,27.2,100.0,0.79,0.78,1.17,RHA,0.53070265,1.0191199,80de5803-e15d-46fd-a125-cb151a555c73,59f26dfc-d5f9-4619-926a-9db37babcd13,v1-0-0,2023-04-17,718539,72,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/072_80de5803-e15d-46fd-a125-cb151a555c73_metrics.csv
36,0.18,0.044,0.989,-0.144,1.6782,18.7,53.70367,12.5,18.6,74.07409,13.9,35.2,81.48149,28.1,17.2,3.7037013,2.1,29.5,81.48149,13.1,22.8,81.48149,11.7,26.7,100.0,26.7,25.2,100.0,25.2,135.5,83.33334,115.9,2.4,0.26,-229.62975,-11.2,-0.56,83.33334,63.2,9.1,0.43,-35.18523,-0.0,-0.0,51.851818,-48.3,7.5,0.33,-101.85192,-12.1,-0.29,83.33334,57.2,1.2,0.56,-174.07416,-12.2,-0.54,44.444416,18.8,3.2,0.85,-116.666725,-15.6,-0.51,55.55552,59.2,10.0,0.58,59.25922,-1.0,-0.05,87.03705,51.6,10.4,0.68,64.81477,-0.4,-0.32,-187.03711,50.4,7.6,0.68,85.185196,-0.4,-0.37,-305.5557,52.7,10.7,0.41,-107.40747,-35.0,-0.31,51.851818,57.5,0.71,47.3,47.3,-1.8519169,-55.2,-25.1,48.148117,0.2,125.5,50.9,57.40737,3.6,26.2,100.0,0.59,-3.8,-10.0,53.70367,-61.0,-43.6,100.0,0.35,61.5,7.5,100.0,-38.8,-27.5,53.70367,0.01,84.5,-0.9,100.0,-43.0,-2.5,87.03705,0.12,134.9,-159.3,100.0,-199.7,-199.7,87.03705,0.6,129.8,100.8,81.48149,15.9,33.0,100.0,0.84,0.77,1.1,RHA,0.53070265,1.0177385,ce1aa0bc-e6d6-4cff-925a-10f149e6da9b,82153587-6737-4ea9-864e-2c863e1b53fa,v1-0-0,2023-04-17,718539,73,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/073_ce1aa0bc-e6d6-4cff-925a-10f149e6da9b_metrics.csv
37,0.1533,0.093,0.983,-0.16,1.6926,17.3,45.652138,13.1,18.2,67.39133,13.2,34.7,76.086975,27.9,17.0,-10.869556,2.5,28.4,76.086975,11.9,21.9,71.73915,12.0,26.8,100.0,26.8,24.1,100.0,24.1,131.3,80.4348,113.5,2.0,0.22,-260.8696,-12.1,-0.56,80.4348,62.4,10.0,0.32,-119.56528,-4.8,-0.88,-421.73917,-48.5,7.7,0.73,-254.34785,-13.5,-0.39,47.82605,52.0,1.3,0.3,100.0,-12.7,-0.55,30.434757,19.2,3.1,0.83,-152.17395,-20.1,-0.62,49.999958,62.1,8.9,0.74,32.60867,-1.6,-0.13,100.0,55.3,10.1,0.66,58.695606,-0.3,-0.24,-304.3479,54.4,7.3,0.66,82.6087,-0.1,-0.04,30.434757,57.4,11.4,0.5,-158.69568,-46.5,-0.41,47.82605,59.2,1.0,48.7,48.7,-19.565279,-34.2,-34.2,180.43472,0.14,125.7,52.0,52.17387,3.9,34.8,100.0,0.52,-1.4,-8.4,45.652138,-68.3,-43.5,100.0,0.29,59.3,4.0,97.82609,-36.2,-23.6,45.652138,0.02,130.0,-3.1,100.0,-49.7,-7.5,76.086975,0.17,95.9,-146.8,100.0,-195.3,-195.3,84.782616,0.75,123.1,107.8,71.73915,14.5,26.3,100.0,0.82,0.79,1.1,RHA,0.53070265,0.99532145,3981df9a-5c67-497d-8244-04d2bb18b5a9,0fe01ab7-e174-434d-83eb-c158df522e9b,v1-0-0,2023-04-17,718539,74,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/074_3981df9a-5c67-497d-8244-04d2bb18b5a9_metrics.csv
38,0.1867,0.044,0.989,-0.141,1.6835,18.6,57.14285,13.1,21.7,71.428604,15.3,37.9,60.71427,30.0,17.6,39.28573,2.8,30.8,80.35717,14.0,22.8,82.14288,15.2,28.5,100.0,28.5,23.8,100.0,23.8,138.1,82.14288,123.4,0.8,0.13,-237.4999,-11.0,-0.53,82.14288,65.3,8.9,0.42,-30.357103,-4.4,-0.87,-282.14276,-36.7,6.0,0.32,-112.49992,-10.8,-0.27,55.357136,64.7,0.8,0.18,100.0,-12.8,-0.53,42.85715,19.8,3.6,0.85,-112.49992,-17.5,-0.53,57.14285,58.9,10.1,0.58,60.71427,-1.0,-0.61,-83.92853,53.5,10.3,0.7,64.2857,-0.2,-0.14,-123.214195,51.4,7.4,0.75,83.92859,-0.0,-0.02,48.214287,53.1,12.4,0.56,-112.49992,-38.9,-0.32,55.357136,58.8,0.66,45.4,45.4,-5.357136,-65.8,-27.7,51.785713,0.27,101.5,47.8,21.428608,3.8,21.3,100.0,0.58,-1.7,-9.6,57.14285,-60.4,-43.8,100.0,0.28,57.1,3.4,100.0,-41.8,-24.4,57.14285,0.04,130.0,-3.4,100.0,-45.3,-10.5,80.35717,0.11,135.0,-165.4,100.0,-201.1,-201.1,87.500015,0.57,118.7,94.8,82.14288,9.5,32.6,100.0,0.81,0.74,1.04,RHA,0.53070265,0.98292327,35d0b1a9-3929-4668-b873-eb9edfe612c6,8ca77366-fc36-4b3d-8b81-82abc39983b3,v1-0-0,2023-04-17,718539,75,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/075_35d0b1a9-3929-4668-b873-eb9edfe612c6_metrics.csv
39,0.1933,0.074,0.979,-0.188,1.6834,20.6,56.89654,15.0,18.9,75.8621,11.2,37.8,82.75864,27.8,17.6,36.206913,3.0,29.1,82.75864,13.1,20.4,79.31036,11.2,25.6,99.99999,25.6,24.0,99.99999,24.0,135.8,87.931046,114.4,1.8,0.52,-270.68954,-13.7,-0.57,87.931046,64.2,8.9,0.33,-75.86203,-5.6,-0.65,-284.48264,-46.0,4.6,0.25,-36.206852,-16.0,-0.38,87.931046,64.9,1.4,0.54,-144.82753,-12.9,-0.54,43.103455,19.4,2.8,0.81,-99.99993,-19.9,-0.62,60.34481,60.9,8.9,0.74,44.82759,-1.7,-0.15,99.99999,53.8,9.6,0.67,65.51722,-0.2,-0.11,-117.24129,53.6,7.4,0.72,84.48277,-0.2,-0.18,51.724133,56.2,9.0,0.44,-99.99993,-46.0,-0.39,56.89654,59.5,1.0,49.4,49.4,0.0,-33.5,-33.5,51.724133,0.17,105.6,55.0,65.51722,3.7,37.9,0.0,0.53,-2.8,-10.3,56.89654,-68.5,-45.4,99.99999,0.23,59.4,0.2,99.99999,-41.4,-23.1,56.89654,0.01,84.9,-2.3,99.99999,-46.1,-3.3,93.103455,0.15,127.0,-146.3,99.99999,-193.7,-193.7,86.20691,0.72,122.9,104.2,79.31036,16.4,27.9,99.99999,0.77,0.72,1.17,RHA,0.53070265,1.0076733,8d49dcc7-5586-4a69-a5dc-87c831d59ae5,444b5335-3eef-4215-8ce7-407c8261c1c9,v1-0-0,2023-04-17,718539,76,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/076_8d49dcc7-5586-4a69-a5dc-87c831d59ae5_metrics.csv
40,0.1833,0.066,0.982,-0.178,1.6867,21.6,83.63638,15.2,18.2,74.54549,14.8,39.7,81.81821,31.6,16.9,7.272783,2.2,31.1,80.00002,12.2,21.4,78.18185,12.0,26.4,100.0,26.4,23.9,100.0,23.9,141.1,83.63638,117.1,1.3,0.42,-321.81802,-14.3,-0.53,83.63638,63.1,9.7,0.47,-19.999973,-9.2,-0.7,-350.90897,-48.7,6.6,0.31,-87.272675,-15.5,-0.33,83.63638,57.3,0.9,0.47,-161.8181,-12.7,-0.54,41.81819,19.1,3.5,0.91,-110.90901,-20.0,-0.64,58.181805,62.6,8.9,0.75,43.63637,-1.2,-0.1,100.0,54.3,10.0,0.7,63.636345,-0.2,-0.13,-112.72719,53.1,7.7,0.68,85.45456,-0.1,-0.05,40.00001,56.2,10.3,0.51,-112.72719,-43.7,-0.39,56.36363,59.6,0.83,45.7,45.7,-1.8181794,-50.7,-34.0,50.90909,0.14,111.5,46.1,65.45452,3.7,30.6,100.0,0.22,-2.8,-30.5,83.63638,-65.1,-44.3,100.0,0.07,62.2,2.3,100.0,-37.2,-4.8,83.63638,0.04,84.2,-1.2,100.0,-48.8,-5.8,80.00002,0.15,109.2,-148.8,100.0,-194.9,-194.9,87.27274,0.7,125.0,104.1,78.18185,15.4,27.4,100.0,0.79,0.7,1.11,RHA,0.53070265,0.9958111,c985eb33-4f45-4365-a2c1-c222f002e6b0,fd18c030-5981-4660-88e4-9bfb3cba50fd,v1-0-0,2023-04-17,718539,77,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/077_c985eb33-4f45-4365-a2c1-c222f002e6b0_metrics.csv
41,0.1833,0.035,0.991,-0.133,1.6798,18.8,52.72727,12.4,20.5,70.90913,12.3,36.2,78.18185,26.0,17.6,38.18183,2.1,30.1,80.00002,12.1,22.4,80.00002,11.5,26.3,100.0,26.3,24.7,100.0,24.7,135.9,81.81821,111.5,2.4,0.84,-290.90897,-11.9,-0.56,81.81821,63.6,9.9,0.44,-29.09087,-9.2,-0.76,-361.81802,-40.7,5.6,0.31,-109.09083,-12.4,-0.3,81.81821,58.4,1.1,0.51,-165.45445,-12.2,-0.52,43.63637,19.7,3.1,0.75,-109.09083,-16.4,-0.52,54.54545,60.6,9.8,0.57,59.999985,-1.1,-0.65,-165.45445,54.5,9.8,0.69,63.636345,-0.3,-0.17,-163.63628,52.6,7.6,0.74,83.63638,-0.2,-0.07,47.27273,54.7,11.1,0.51,-109.09083,-38.2,-0.32,52.72727,59.1,1.0,44.0,44.0,-3.6363587,-32.2,-32.2,47.27273,0.24,105.5,46.8,20.000038,3.8,22.7,100.0,0.57,-1.5,-9.2,52.72727,-62.8,-44.3,100.0,0.37,56.3,7.1,100.0,-42.1,-29.2,52.72727,0.03,130.0,-1.3,100.0,-42.3,-6.3,80.00002,0.14,113.3,-156.6,100.0,-201.6,-201.6,87.27274,0.65,122.4,100.7,80.00002,16.2,32.1,100.0,0.83,0.75,1.1,RHA,0.53070265,1.0075936,710e1934-0a92-4ce5-a09f-27bbbb9f2541,c83039df-b021-4e45-bb51-cf46f7a50385,v1-0-0,2023-04-17,718539,78,data_delivery/hawkeyehfr/20230417/718539/baseball-pitching/594798/metrics-baseball-pitching-v2-0-0/078_710e1934-0a92-4ce5-a09f-27bbbb9f2541_metrics.csv
